profile_id,from_country,from_city,to_country,to_city,fpp_delta_usd,rfpg_percent,pc_fpp_delta_usd
F1,Brazil,Rio de Janeiro,Germany,Frankfurt,3212.322580645161,555.7651523607544,3212.322580645161
F1,Brazil,Rio de Janeiro,France,Paris,3341.354838709677,578.0890724411206,3341.354838709677
F1,Brazil,Rio de Janeiro,France,Lyon,3986.5161290322576,689.7086728429512,3986.5161290322576
F1,Brazil,Rio de Janeiro,France,Marseille,4088.666666666666,707.3817762399076,4088.666666666666
F1,Brazil,Rio de Janeiro,Portugal,Lisbon,4239.204301075269,733.4263496670015,4239.204301075269
F1,Brazil,Rio de Janeiro,Portugal,Porto,4502.645161290322,779.0043531644156,4502.645161290322
F1,Brazil,Rio de Janeiro,Portugal,Faro,4594.043010752688,794.8171298880084,4594.043010752688
F1,Brazil,Belo Horizonte,Brazil,São Paulo,-174.0,-24.71590909090909,-174.0
F1,Brazil,Belo Horizonte,Brazil,Rio de Janeiro,-126.0,-17.897727272727273,-126.0
F1,Brazil,Belo Horizonte,Brazil,Salvador,66.0,9.375,66.0
F1,Brazil,Belo Horizonte,Brazil,Curitiba,-38.0,-5.3977272727272725,-38.0
F1,Brazil,Belo Horizonte,USA,New York,1096.0,155.6818181818182,1096.0
F1,Brazil,Belo Horizonte,USA,San Francisco,606.0,86.07954545454545,606.0
F1,Brazil,Belo Horizonte,USA,Austin,2166.0,307.67045454545456,2166.0
F1,Brazil,Belo Horizonte,USA,Miami,1706.0,242.32954545454547,1706.0
F1,Brazil,Belo Horizonte,Germany,Berlin,3349.763440860215,475.81867057673503,3349.763440860215
F1,Brazil,Belo Horizonte,Germany,Munich,2812.129032258064,399.4501466275659,2812.129032258064
F1,Brazil,Belo Horizonte,Germany,Frankfurt,3086.322580645161,438.3980938416422,3086.322580645161
F1,Brazil,Belo Horizonte,France,Paris,3215.354838709677,456.7265395894427,3215.354838709677
F1,Brazil,Belo Horizonte,France,Lyon,3860.5161290322576,548.3687683284458,3860.5161290322576
F1,Brazil,Belo Horizonte,France,Marseille,3962.666666666666,562.8787878787878,3962.666666666666
F1,Brazil,Belo Horizonte,Portugal,Lisbon,4113.204301075269,584.2619745845552,4113.204301075269
F1,Brazil,Belo Horizonte,Portugal,Porto,4376.645161290322,621.682551319648,4376.645161290322
F1,Brazil,Belo Horizonte,Portugal,Faro,4468.043010752688,634.6652003910068,4468.043010752688
F1,Brazil,Salvador,Brazil,São Paulo,-240.0,-31.16883116883117,-240.0
F1,Brazil,Salvador,Brazil,Rio de Janeiro,-192.0,-24.935064935064936,-192.0
F1,Brazil,Salvador,Brazil,Belo Horizonte,-66.0,-8.571428571428571,-66.0
F1,Brazil,Salvador,Brazil,Curitiba,-104.0,-13.506493506493506,-104.0
F1,Brazil,Salvador,USA,New York,1030.0,133.76623376623377,1030.0
F1,Brazil,Salvador,USA,San Francisco,540.0,70.12987012987013,540.0
F1,Brazil,Salvador,USA,Austin,2100.0,272.7272727272727,2100.0
F1,Brazil,Salvador,USA,Miami,1640.0,212.98701298701297,1640.0
F1,Brazil,Salvador,Germany,Berlin,3283.763440860215,426.46278452730064,3283.763440860215
F1,Brazil,Salvador,Germany,Munich,2746.129032258064,356.64013405948884,2746.129032258064
F1,Brazil,Salvador,Germany,Frankfurt,3020.322580645161,392.24968579807285,3020.322580645161
F1,Brazil,Salvador,France,Paris,3149.354838709677,409.0071219103477,3149.354838709677
F1,Brazil,Salvador,France,Lyon,3794.5161290322576,492.7943024717218,3794.5161290322576
F1,Brazil,Salvador,France,Marseille,3896.666666666666,506.06060606060595,3896.666666666666
F1,Brazil,Salvador,Portugal,Lisbon,4047.2043010752686,525.6109481915934,4047.2043010752686
F1,Brazil,Salvador,Portugal,Porto,4310.645161290322,559.824046920821,4310.645161290322
F1,Brazil,Salvador,Portugal,Faro,4402.043010752688,571.6938975003491,4402.043010752688
F1,Brazil,Curitiba,Brazil,São Paulo,-136.0,-20.42042042042042,-136.0
F1,Brazil,Curitiba,Brazil,Rio de Janeiro,-88.0,-13.213213213213212,-88.0
F1,Brazil,Curitiba,Brazil,Belo Horizonte,38.0,5.7057057057057055,38.0
F1,Brazil,Curitiba,Brazil,Salvador,104.0,15.615615615615615,104.0
F1,Brazil,Curitiba,USA,New York,1134.0,170.27027027027026,1134.0
F1,Brazil,Curitiba,USA,San Francisco,644.0,96.69669669669669,644.0
F1,Brazil,Curitiba,USA,Austin,2204.0,330.9309309309309,2204.0
F1,Brazil,Curitiba,USA,Miami,1744.0,261.8618618618619,1744.0
F1,Brazil,Curitiba,Germany,Berlin,3387.763440860215,508.67318931835064,3387.763440860215
F1,Brazil,Curitiba,Germany,Munich,2850.129032258064,427.94730214085047,2850.129032258064
F1,Brazil,Curitiba,Germany,Frankfurt,3124.322580645161,469.1175046013755,3124.322580645161
F1,Brazil,Curitiba,France,Paris,3253.354838709677,488.4917175239756,3253.354838709677
F1,Brazil,Curitiba,France,Lyon,3898.5161290322576,585.3627821369756,3898.5161290322576
F1,Brazil,Curitiba,France,Marseille,4000.666666666666,600.7007007007006,4000.666666666666
F1,Brazil,Curitiba,Portugal,Lisbon,4151.204301075269,623.3039491104007,4151.204301075269
F1,Brazil,Curitiba,Portugal,Porto,4414.645161290322,662.8596338273757,4414.645161290322
F1,Brazil,Curitiba,Portugal,Faro,4506.043010752688,676.5830346475508,4506.043010752688
F1,USA,New York,Brazil,São Paulo,-1270.0,-70.55555555555556,-1270.0
F1,USA,New York,Brazil,Rio de Janeiro,-1222.0,-67.88888888888889,-1222.0
F1,USA,New York,Brazil,Belo Horizonte,-1096.0,-60.88888888888889,-1096.0
F1,USA,New York,Brazil,Salvador,-1030.0,-57.22222222222222,-1030.0
F1,USA,New York,Brazil,Curitiba,-1134.0,-63.0,-1134.0
F1,USA,New York,USA,San Francisco,-490.0,-27.22222222222222,-490.0
F1,USA,New York,USA,Austin,1070.0,59.44444444444444,1070.0
F1,USA,New York,USA,Miami,610.0,33.88888888888889,610.0
F1,USA,New York,Germany,Berlin,2253.763440860215,125.20908004778973,2253.763440860215
F1,USA,New York,Germany,Munich,1716.129032258064,95.34050179211467,1716.129032258064
F1,USA,New York,Germany,Frankfurt,1990.322580645161,110.57347670250894,1990.322580645161
F1,USA,New York,France,Paris,2119.354838709677,117.74193548387095,2119.354838709677
F1,USA,New York,France,Lyon,2764.5161290322576,153.58422939068097,2764.5161290322576
F1,USA,New York,France,Marseille,2866.666666666666,159.25925925925924,2866.666666666666
F1,USA,New York,Portugal,Lisbon,3017.2043010752686,167.62246117084825,3017.2043010752686
F1,USA,New York,Portugal,Porto,3280.645161290322,182.258064516129,3280.645161290322
F1,USA,New York,Portugal,Faro,3372.043010752688,187.3357228195938,3372.043010752688
F1,USA,San Francisco,Brazil,São Paulo,-780.0,-59.541984732824424,-780.0
F1,USA,San Francisco,Brazil,Rio de Janeiro,-732.0,-55.87786259541985,-732.0
F1,USA,San Francisco,Brazil,Belo Horizonte,-606.0,-46.25954198473283,-606.0
F1,USA,San Francisco,Brazil,Salvador,-540.0,-41.221374045801525,-540.0
F1,USA,San Francisco,Brazil,Curitiba,-644.0,-49.16030534351145,-644.0
F1,USA,San Francisco,USA,New York,490.0,37.404580152671755,490.0
F1,USA,San Francisco,USA,Austin,1560.0,119.08396946564885,1560.0
F1,USA,San Francisco,USA,Miami,1100.0,83.96946564885496,1100.0
F1,USA,San Francisco,Germany,Berlin,2743.763440860215,209.4475909053599,2743.763440860215
F1,USA,San Francisco,Germany,Munich,2206.129032258064,168.4067963555774,2206.129032258064
F1,USA,San Francisco,Germany,Frankfurt,2480.322580645161,189.3376015759665,2480.322580645161
F1,USA,San Francisco,France,Paris,2609.354838709677,199.18739226791428,2609.354838709677
F1,USA,San Francisco,France,Lyon,3254.5161290322576,248.43634572765322,3254.5161290322576
F1,USA,San Francisco,France,Marseille,3356.666666666666,256.2340966921119,3356.666666666666
F1,USA,San Francisco,Portugal,Lisbon,3507.2043010752686,267.725519166051,3507.2043010752686
F1,USA,San Francisco,Portugal,Porto,3770.645161290322,287.83550849544446,3770.645161290322
F1,USA,San Francisco,Portugal,Faro,3862.043010752688,294.8124435689075,3862.043010752688
F1,USA,Austin,Brazil,São Paulo,-2340.0,-81.53310104529616,-2340.0
F1,USA,Austin,Brazil,Rio de Janeiro,-2292.0,-79.86062717770035,-2292.0
F1,USA,Austin,Brazil,Belo Horizonte,-2166.0,-75.47038327526133,-2166.0
F1,USA,Austin,Brazil,Salvador,-2100.0,-73.17073170731707,-2100.0
F1,USA,Austin,Brazil,Curitiba,-2204.0,-76.79442508710801,-2204.0
F1,USA,Austin,USA,New York,-1070.0,-37.282229965156795,-1070.0
F1,USA,Austin,USA,San Francisco,-1560.0,-54.35540069686411,-1560.0
F1,USA,Austin,USA,Miami,-460.0,-16.02787456445993,-460.0
F1,USA,Austin,Germany,Berlin,1183.7634408602148,41.246112921958705,1183.7634408602148
F1,USA,Austin,Germany,Munich,646.129032258064,22.513206698887245,646.129032258064
F1,USA,Austin,Germany,Frankfurt,920.322580645161,32.066988872653695,920.322580645161
F1,USA,Austin,France,Paris,1049.354838709677,36.56288636619084,1049.354838709677
F1,USA,Austin,France,Lyon,1694.5161290322576,59.042373833876574,1694.5161290322576
F1,USA,Austin,France,Marseille,1796.666666666666,62.601626016260134,1796.666666666666
F1,USA,Austin,Portugal,Lisbon,1947.2043010752686,67.84683975872015,1947.2043010752686
F1,USA,Austin,Portugal,Porto,2210.645161290322,77.02596380802515,2210.645161290322
F1,USA,Austin,Portugal,Faro,2302.043010752688,80.21055786594732,2302.043010752688
F1,USA,Miami,Brazil,São Paulo,-1880.0,-78.00829875518673,-1880.0
F1,USA,Miami,Brazil,Rio de Janeiro,-1832.0,-76.01659751037344,-1832.0
F1,USA,Miami,Brazil,Belo Horizonte,-1706.0,-70.7883817427386,-1706.0
F1,USA,Miami,Brazil,Salvador,-1640.0,-68.04979253112033,-1640.0
F1,USA,Miami,Brazil,Curitiba,-1744.0,-72.36514522821577,-1744.0
F1,USA,Miami,USA,New York,-610.0,-25.311203319502074,-610.0
F1,USA,Miami,USA,San Francisco,-1100.0,-45.643153526970956,-1100.0
F1,USA,Miami,USA,Austin,460.0,19.08713692946058,460.0
F1,USA,Miami,Germany,Berlin,1643.7634408602148,68.20595190291347,1643.7634408602148
F1,USA,Miami,Germany,Munich,1106.129032258064,45.89747021817693,1106.129032258064
F1,USA,Miami,Germany,Frankfurt,1380.322580645161,57.27479587739257,1380.322580645161
F1,USA,Miami,France,Paris,1509.354838709677,62.62883148172934,1509.354838709677
F1,USA,Miami,France,Lyon,2154.5161290322576,89.39900950341317,2154.5161290322576
F1,USA,Miami,France,Marseille,2256.666666666666,93.63762102351312,2256.666666666666
F1,USA,Miami,Portugal,Lisbon,2407.2043010752686,99.88399589523937,2407.2043010752686
F1,USA,Miami,Portugal,Porto,2670.645161290322,110.81515192076026,2670.645161290322
F1,USA,Miami,Portugal,Faro,2762.043010752688,114.60759380716547,2762.043010752688
F1,Germany,Berlin,Brazil,São Paulo,-3523.763440860215,-86.92572944297082,-3523.763440860215
F1,Germany,Berlin,Brazil,Rio de Janeiro,-3475.763440860215,-85.74164456233422,-3475.763440860215
F1,Germany,Berlin,Brazil,Belo Horizonte,-3349.763440860215,-82.63342175066313,-3349.763440860215
F1,Germany,Berlin,Brazil,Salvador,-3283.763440860215,-81.0053050397878,-3283.763440860215
F1,Germany,Berlin,Brazil,Curitiba,-3387.763440860215,-83.57082228116711,-3387.763440860215
F1,Germany,Berlin,USA,New York,-2253.763440860215,-55.596816976127315,-2253.763440860215
F1,Germany,Berlin,USA,San Francisco,-2743.763440860215,-67.684350132626,-2743.763440860215
F1,Germany,Berlin,USA,Austin,-1183.7634408602148,-29.201591511936336,-1183.7634408602148
F1,Germany,Berlin,USA,Miami,-1643.7634408602148,-40.54907161803713,-1643.7634408602148
F1,Germany,Berlin,Germany,Munich,-537.6344086021509,-13.262599469496031,-537.6344086021509
F1,Germany,Berlin,Germany,Frankfurt,-263.4408602150538,-6.498673740053052,-263.4408602150538
F1,Germany,Berlin,France,Paris,-134.40860215053772,-3.315649867374008,-134.40860215053772
F1,Germany,Berlin,France,Lyon,510.7526881720428,12.599469496021214,510.7526881720428
F1,Germany,Berlin,France,Marseille,612.9032258064512,15.119363395225454,612.9032258064512
F1,Germany,Berlin,Portugal,Lisbon,763.4408602150538,18.83289124668435,763.4408602150538
F1,Germany,Berlin,Portugal,Porto,1026.8817204301072,25.331564986737394,1026.8817204301072
F1,Germany,Berlin,Portugal,Faro,1118.2795698924733,27.58620689655173,1118.2795698924733
F1,Germany,Munich,Brazil,São Paulo,-2986.129032258064,-84.92660550458714,-2986.129032258064
F1,Germany,Munich,Brazil,Rio de Janeiro,-2938.129032258064,-83.56146788990826,-2938.129032258064
F1,Germany,Munich,Brazil,Belo Horizonte,-2812.129032258064,-79.97798165137614,-2812.129032258064
F1,Germany,Munich,Brazil,Salvador,-2746.129032258064,-78.10091743119266,-2746.129032258064
F1,Germany,Munich,Brazil,Curitiba,-2850.129032258064,-81.05871559633027,-2850.129032258064
F1,Germany,Munich,USA,New York,-1716.129032258064,-48.807339449541274,-1716.129032258064
F1,Germany,Munich,USA,San Francisco,-2206.129032258064,-62.74311926605504,-2206.129032258064
F1,Germany,Munich,USA,Austin,-646.129032258064,-18.376146788990813,-646.129032258064
F1,Germany,Munich,USA,Miami,-1106.129032258064,-31.458715596330265,-1106.129032258064
F1,Germany,Munich,Germany,Berlin,537.6344086021509,15.290519877675854,537.6344086021509
F1,Germany,Munich,Germany,Frankfurt,274.19354838709705,7.798165137614688,274.19354838709705
F1,Germany,Munich,France,Paris,403.22580645161315,11.46788990825689,403.22580645161315
F1,Germany,Munich,France,Lyon,1048.3870967741937,29.8165137614679,1048.3870967741937
F1,Germany,Munich,France,Marseille,1150.5376344086021,32.721712538226306,1150.5376344086021
F1,Germany,Munich,Portugal,Lisbon,1301.0752688172047,37.00305810397555,1301.0752688172047
F1,Germany,Munich,Portugal,Porto,1564.516129032258,44.4954128440367,1564.516129032258
F1,Germany,Munich,Portugal,Faro,1655.9139784946242,47.09480122324161,1655.9139784946242
F1,Germany,Frankfurt,Brazil,São Paulo,-3260.322580645161,-86.01702127659574,-3260.322580645161
F1,Germany,Frankfurt,Brazil,Rio de Janeiro,-3212.322580645161,-84.75063829787234,-3212.322580645161
F1,Germany,Frankfurt,Brazil,Belo Horizonte,-3086.322580645161,-81.4263829787234,-3086.322580645161
F1,Germany,Frankfurt,Brazil,Salvador,-3020.322580645161,-79.68510638297872,-3020.322580645161
F1,Germany,Frankfurt,Brazil,Curitiba,-3124.322580645161,-82.42893617021276,-3124.322580645161
F1,Germany,Frankfurt,USA,New York,-1990.322580645161,-52.51063829787233,-1990.322580645161
F1,Germany,Frankfurt,USA,San Francisco,-2480.322580645161,-65.43829787234043,-2480.322580645161
F1,Germany,Frankfurt,USA,Austin,-920.322580645161,-24.280851063829783,-920.322580645161
F1,Germany,Frankfurt,USA,Miami,-1380.322580645161,-36.41702127659574,-1380.322580645161
F1,Germany,Frankfurt,Germany,Berlin,263.4408602150538,6.95035460992908,263.4408602150538
F1,Germany,Frankfurt,Germany,Munich,-274.19354838709705,-7.234042553191497,-274.19354838709705
F1,Germany,Frankfurt,France,Paris,129.0322580645161,3.4042553191489358,129.0322580645161
F1,Germany,Frankfurt,France,Lyon,774.1935483870966,20.425531914893615,774.1935483870966
F1,Germany,Frankfurt,France,Marseille,876.3440860215051,23.12056737588652,876.3440860215051
F1,Germany,Frankfurt,Portugal,Lisbon,1026.8817204301076,27.09219858156029,1026.8817204301076
F1,Germany,Frankfurt,Portugal,Porto,1290.322580645161,34.042553191489354,1290.322580645161
F1,Germany,Frankfurt,Portugal,Faro,1381.7204301075271,36.453900709219866,1381.7204301075271
F1,France,Paris,Brazil,São Paulo,-3389.354838709677,-86.47736625514403,-3389.354838709677
F1,France,Paris,Brazil,Rio de Janeiro,-3341.354838709677,-85.25267489711933,-3341.354838709677
F1,France,Paris,Brazil,Belo Horizonte,-3215.354838709677,-82.03786008230452,-3215.354838709677
F1,France,Paris,Brazil,Salvador,-3149.354838709677,-80.35390946502058,-3149.354838709677
F1,France,Paris,Brazil,Curitiba,-3253.354838709677,-83.00740740740741,-3253.354838709677
F1,France,Paris,USA,New York,-2119.354838709677,-54.074074074074076,-2119.354838709677
F1,France,Paris,USA,San Francisco,-2609.354838709677,-66.5761316872428,-2609.354838709677
F1,France,Paris,USA,Austin,-1049.354838709677,-26.773662551440324,-1049.354838709677
F1,France,Paris,USA,Miami,-1509.354838709677,-38.51028806584362,-1509.354838709677
F1,France,Paris,Germany,Berlin,134.40860215053772,3.429355281207135,134.40860215053772
F1,France,Paris,Germany,Munich,-403.22580645161315,-10.288065843621407,-403.22580645161315
F1,France,Paris,Germany,Frankfurt,-129.0322580645161,-3.2921810699588474,-129.0322580645161
F1,France,Paris,France,Lyon,645.1612903225805,16.460905349794235,645.1612903225805
F1,France,Paris,France,Marseille,747.311827956989,19.067215363511654,747.311827956989
F1,France,Paris,Portugal,Lisbon,897.8494623655915,22.908093278463653,897.8494623655915
F1,France,Paris,Portugal,Porto,1161.290322580645,29.629629629629626,1161.290322580645
F1,France,Paris,Portugal,Faro,1252.688172043011,31.961591220850487,1252.688172043011
F1,France,Lyon,Brazil,São Paulo,-4034.5161290322576,-88.3886925795053,-4034.5161290322576
F1,France,Lyon,Brazil,Rio de Janeiro,-3986.5161290322576,-87.33710247349823,-3986.5161290322576
F1,France,Lyon,Brazil,Belo Horizonte,-3860.5161290322576,-84.57667844522967,-3860.5161290322576
F1,France,Lyon,Brazil,Salvador,-3794.5161290322576,-83.13074204946996,-3794.5161290322576
F1,France,Lyon,Brazil,Curitiba,-3898.5161290322576,-85.40918727915195,-3898.5161290322576
F1,France,Lyon,USA,New York,-2764.5161290322576,-60.56537102473498,-2764.5161290322576
F1,France,Lyon,USA,San Francisco,-3254.5161290322576,-71.30035335689045,-3254.5161290322576
F1,France,Lyon,USA,Austin,-1694.5161290322576,-37.12367491166077,-1694.5161290322576
F1,France,Lyon,USA,Miami,-2154.5161290322576,-47.20141342756183,-2154.5161290322576
F1,France,Lyon,Germany,Berlin,-510.7526881720428,-11.189634864546521,-510.7526881720428
F1,France,Lyon,Germany,Munich,-1048.3870967741937,-22.96819787985866,-1048.3870967741937
F1,France,Lyon,Germany,Frankfurt,-774.1935483870966,-16.96113074204947,-774.1935483870966
F1,France,Lyon,France,Paris,-645.1612903225805,-14.134275618374556,-645.1612903225805
F1,France,Lyon,France,Marseille,102.15053763440847,2.2379269729093023,102.15053763440847
F1,France,Lyon,Portugal,Lisbon,252.68817204301104,5.5359246171967085,252.68817204301104
F1,France,Lyon,Portugal,Porto,516.1290322580644,11.307420494699645,516.1290322580644
F1,France,Lyon,Portugal,Faro,607.5268817204305,13.30977620730272,607.5268817204305
F1,France,Marseille,Brazil,São Paulo,-4136.666666666666,-88.64285714285714,-4136.666666666666
F1,France,Marseille,Brazil,Rio de Janeiro,-4088.666666666666,-87.61428571428571,-4088.666666666666
F1,France,Marseille,Brazil,Belo Horizonte,-3962.666666666666,-84.91428571428571,-3962.666666666666
F1,France,Marseille,Brazil,Salvador,-3896.666666666666,-83.5,-3896.666666666666
F1,France,Marseille,Brazil,Curitiba,-4000.666666666666,-85.72857142857143,-4000.666666666666
F1,France,Marseille,USA,New York,-2866.666666666666,-61.42857142857142,-2866.666666666666
F1,France,Marseille,USA,San Francisco,-3356.666666666666,-71.92857142857142,-3356.666666666666
F1,France,Marseille,USA,Austin,-1796.666666666666,-38.49999999999999,-1796.666666666666
F1,France,Marseille,USA,Miami,-2256.666666666666,-48.35714285714285,-2256.666666666666
F1,France,Marseille,Germany,Berlin,-612.9032258064512,-13.133640552995384,-612.9032258064512
F1,France,Marseille,Germany,Munich,-1150.5376344086021,-24.654377880184335,-1150.5376344086021
F1,France,Marseille,Germany,Frankfurt,-876.3440860215051,-18.778801843317968,-876.3440860215051
F1,France,Marseille,France,Paris,-747.311827956989,-16.013824884792623,-747.311827956989
F1,France,Marseille,France,Lyon,-102.15053763440847,-2.188940092165896,-102.15053763440847
F1,France,Marseille,Portugal,Lisbon,150.53763440860257,3.225806451612913,150.53763440860257
F1,France,Marseille,Portugal,Porto,413.97849462365593,8.870967741935486,413.97849462365593
F1,France,Marseille,Portugal,Faro,505.3763440860221,10.829493087557617,505.3763440860221
F1,Portugal,Lisbon,Brazil,São Paulo,-4287.204301075269,-88.99776785714286,-4287.204301075269
F1,Portugal,Lisbon,Brazil,Rio de Janeiro,-4239.204301075269,-88.00133928571428,-4239.204301075269
F1,Portugal,Lisbon,Brazil,Belo Horizonte,-4113.204301075269,-85.38571428571429,-4113.204301075269
F1,Portugal,Lisbon,Brazil,Salvador,-4047.2043010752686,-84.015625,-4047.2043010752686
F1,Portugal,Lisbon,Brazil,Curitiba,-4151.204301075269,-86.17455357142858,-4151.204301075269
F1,Portugal,Lisbon,USA,New York,-3017.2043010752686,-62.63392857142856,-3017.2043010752686
F1,Portugal,Lisbon,USA,San Francisco,-3507.2043010752686,-72.80580357142857,-3507.2043010752686
F1,Portugal,Lisbon,USA,Austin,-1947.2043010752686,-40.42187499999999,-1947.2043010752686
F1,Portugal,Lisbon,USA,Miami,-2407.2043010752686,-49.97098214285714,-2407.2043010752686
F1,Portugal,Lisbon,Germany,Berlin,-763.4408602150538,-15.848214285714288,-763.4408602150538
F1,Portugal,Lisbon,Germany,Munich,-1301.0752688172047,-27.00892857142858,-1301.0752688172047
F1,Portugal,Lisbon,Germany,Frankfurt,-1026.8817204301076,-21.31696428571429,-1026.8817204301076
F1,Portugal,Lisbon,France,Paris,-897.8494623655915,-18.63839285714286,-897.8494623655915
F1,Portugal,Lisbon,France,Lyon,-252.68817204301104,-5.245535714285721,-252.68817204301104
F1,Portugal,Lisbon,France,Marseille,-150.53763440860257,-3.125000000000009,-150.53763440860257
F1,Portugal,Lisbon,Portugal,Porto,263.44086021505336,5.468749999999992,263.44086021505336
F1,Portugal,Lisbon,Portugal,Faro,354.8387096774195,7.3660714285714315,354.8387096774195
F1,Portugal,Porto,Brazil,São Paulo,-4550.645161290322,-89.56825396825397,-4550.645161290322
F1,Portugal,Porto,Brazil,Rio de Janeiro,-4502.645161290322,-88.62349206349207,-4502.645161290322
F1,Portugal,Porto,Brazil,Belo Horizonte,-4376.645161290322,-86.14349206349206,-4376.645161290322
F1,Portugal,Porto,Brazil,Salvador,-4310.645161290322,-84.84444444444445,-4310.645161290322
F1,Portugal,Porto,Brazil,Curitiba,-4414.645161290322,-86.89142857142858,-4414.645161290322
F1,Portugal,Porto,USA,New York,-3280.645161290322,-64.57142857142857,-3280.645161290322
F1,Portugal,Porto,USA,San Francisco,-3770.645161290322,-74.21587301587302,-3770.645161290322
F1,Portugal,Porto,USA,Austin,-2210.645161290322,-43.511111111111106,-2210.645161290322
F1,Portugal,Porto,USA,Miami,-2670.645161290322,-52.565079365079356,-2670.645161290322
F1,Portugal,Porto,Germany,Berlin,-1026.8817204301072,-20.21164021164021,-1026.8817204301072
F1,Portugal,Porto,Germany,Munich,-1564.516129032258,-30.793650793650794,-1564.516129032258
F1,Portugal,Porto,Germany,Frankfurt,-1290.322580645161,-25.396825396825395,-1290.322580645161
F1,Portugal,Porto,France,Paris,-1161.290322580645,-22.857142857142854,-1161.290322580645
F1,Portugal,Porto,France,Lyon,-516.1290322580644,-10.158730158730158,-516.1290322580644
F1,Portugal,Porto,France,Marseille,-413.97849462365593,-8.148148148148149,-413.97849462365593
F1,Portugal,Porto,Portugal,Lisbon,-263.44086021505336,-5.185185185185178,-263.44086021505336
F1,Portugal,Porto,Portugal,Faro,91.39784946236614,1.79894179894181,91.39784946236614
F1,Portugal,Faro,Brazil,São Paulo,-4642.043010752688,-89.75259875259876,-4642.043010752688
F1,Portugal,Faro,Brazil,Rio de Janeiro,-4594.043010752688,-88.82453222453222,-4594.043010752688
F1,Portugal,Faro,Brazil,Belo Horizonte,-4468.043010752688,-86.3883575883576,-4468.043010752688
F1,Portugal,Faro,Brazil,Salvador,-4402.043010752688,-85.11226611226611,-4402.043010752688
F1,Portugal,Faro,Brazil,Curitiba,-4506.043010752688,-87.12307692307692,-4506.043010752688
F1,Portugal,Faro,USA,New York,-3372.043010752688,-65.1975051975052,-3372.043010752688
F1,Portugal,Faro,USA,San Francisco,-3862.043010752688,-74.67151767151768,-3862.043010752688
F1,Portugal,Faro,USA,Austin,-2302.043010752688,-44.50935550935551,-2302.043010752688
F1,Portugal,Faro,USA,Miami,-2762.043010752688,-53.4033264033264,-2762.043010752688
F1,Portugal,Faro,Germany,Berlin,-1118.2795698924733,-21.621621621621625,-1118.2795698924733
F1,Portugal,Faro,Germany,Munich,-1655.9139784946242,-32.01663201663203,-1655.9139784946242
F1,Portugal,Faro,Germany,Frankfurt,-1381.7204301075271,-26.71517671517672,-1381.7204301075271
F1,Portugal,Faro,France,Paris,-1252.688172043011,-24.22037422037423,-1252.688172043011
F1,Portugal,Faro,France,Lyon,-607.5268817204305,-11.746361746361755,-607.5268817204305
F1,Portugal,Faro,France,Marseille,-505.3763440860221,-9.771309771309783,-505.3763440860221
