person_id,country,city_br,renda_disponivel_real,technical_course,college_private,language_course,emergency_savings_target,mobility_cost,ioe_technical,ioe_college,ioe_language,ioe_savings,ioe_mobility,ioe_raw,ioe_raw_zscore,ioe_raw_minmax
ff0d5610-a58f-475f-939b-fe3e088dea09,Brazil,Vitória,-640.0,400.0,1200.0,300.0,5000.0,250.0,-1.6,-0.5333333333333333,-2.1333333333333333,-0.128,-2.56,-6.954666666666666,-0.2709382613385322,0.037436062171044504
fd49d0d4-710e-4aaa-bc23-16b2e016cde7,Brazil,Rio de Janeiro,4602.0,400.0,1200.0,300.0,5000.0,250.0,11.505,3.835,15.34,0.9204,18.408,50.0084,0.3754226654493265,0.0698188737057995
ea4f2acf-6a73-4690-a0f5-7f58d6922aac,Brazil,Vitória,-684.0,400.0,1200.0,300.0,5000.0,250.0,-1.71,-0.57,-2.28,-0.1368,-2.736,-7.4328,-0.27636364874384806,0.03716424917838346
99f5fd53-bfd4-48b8-b5c1-d0094fd807c9,Brazil,Rio de Janeiro,11432.0,400.0,1200.0,300.0,5000.0,250.0,28.58,9.526666666666667,38.10666666666667,2.2864,45.728,124.22773333333333,1.2175907558654033,0.11201166324841237
b84fd820-296e-4bc4-bb33-de32eca696e0,Brazil,Campinas,-2450.0,400.0,1200.0,300.0,5000.0,250.0,-6.125,-2.0416666666666665,-8.166666666666666,-0.49,-9.8,-26.62333333333333,-0.4941189705117531,0.026254664063851345
d4dfe590-966d-4d4f-93d1-9df881209da3,Brazil,Rio de Janeiro,-2310.0,400.0,1200.0,300.0,5000.0,250.0,-5.775,-1.925,-7.7,-0.462,-9.24,-25.102,-0.4768563742221117,0.027119523585954684
fd1eb02f-d198-40a0-9fe9-e9f5e22b32c7,Brazil,Belo Horizonte,960.0,400.0,1200.0,300.0,5000.0,250.0,2.4,0.8,3.2,0.192,3.84,10.432,-0.07365144659977334,0.047320170995082664
0a40d98a-00ce-4f89-9e06-cb7c21e9fd59,Brazil,Curitiba,15620.0,400.0,1200.0,300.0,5000.0,250.0,39.05,13.016666666666667,52.06666666666667,3.124,62.48,169.7373333333333,1.7339889934441044,0.13788331809533222
1221f410-1504-4b71-853e-43306e210b3f,Brazil,Campinas,1886.0,400.0,1200.0,300.0,5000.0,250.0,4.715,1.5716666666666668,6.286666666666667,0.3772,7.544,20.494533333333333,0.04052829743028334,0.05304059897699474
a234360d-ef69-43c2-8a82-72f93e44721c,Brazil,Belo Horizonte,1480.0,400.0,1200.0,300.0,5000.0,250.0,3.7,1.2333333333333334,4.933333333333334,0.296,5.92,16.082666666666668,-0.009533231809676697,0.05053250636289506
3e46c78f-1d84-4d6a-8f24-3a105a296a69,Brazil,Campinas,302.0,400.0,1200.0,300.0,5000.0,250.0,0.755,0.25166666666666665,1.0066666666666666,0.0604,1.208,3.2817333333333334,-0.15478564916108792,0.04325533124119697
1e7ab25e-9f08-48da-a5dc-7f64ee4bcd11,Brazil,Porto Velho,-2914.0,400.0,1200.0,300.0,5000.0,250.0,-7.285,-2.4283333333333332,-9.713333333333333,-0.5828,-11.656,-31.665466666666667,-0.5513321467859932,0.02338827250488028
90064112-1e7d-4e27-9d8f-aa37d8967661,Brazil,Londrina,-2480.0,400.0,1200.0,300.0,5000.0,250.0,-6.2,-2.066666666666667,-8.266666666666667,-0.496,-9.92,-26.949333333333335,-0.49781809828810486,0.02606933702340063
b32769a9-44da-4e74-98b9-3c572d2e1e04,Brazil,Campinas,-386.0,400.0,1200.0,300.0,5000.0,250.0,-0.965,-0.32166666666666666,-1.2866666666666666,-0.0772,-1.544,-4.194533333333333,-0.23961897949875421,0.039005164446860564
5cd59faa-28a7-4fd8-8692-9be05e97d984,Brazil,Cuiabá,614.0,400.0,1200.0,300.0,5000.0,250.0,1.535,0.5116666666666667,2.046666666666667,0.1228,2.456,6.672133333333333,-0.11631472028702994,0.04518273246188441
0705be62-6db6-4284-9ab7-606b7ccf32bc,Brazil,São Paulo,-4378.0,400.0,1200.0,300.0,5000.0,250.0,-10.945,-3.6483333333333334,-14.593333333333334,-0.8756,-17.512,-47.57426666666667,-0.7318495822719575,0.014344312930885372
ddb1d297-b64d-4242-a37f-6dc7d32f288b,Brazil,Curitiba,2278.0,400.0,1200.0,300.0,5000.0,250.0,5.695,1.8983333333333334,7.593333333333334,0.4556,9.112,24.754266666666666,0.08886356704127925,0.05546220563888409
7646dc4b-411f-490e-95cb-fb29a9971f08,Brazil,Porto Alegre,36470.0,400.0,1200.0,300.0,5000.0,250.0,91.175,30.391666666666666,121.56666666666666,7.294,145.88,396.3073333333333,4.304882798008555,0.2666856112085794
fdb884bd-6758-471c-9328-b74ad4f4f54e,Brazil,São Paulo,4282.0,400.0,1200.0,300.0,5000.0,250.0,10.705,3.5683333333333334,14.273333333333333,0.8564,17.128,46.53106666666667,0.33596530250157475,0.06784205194099188
359eeb9d-2e5a-4ace-aae3-f187e8970b4c,Brazil,Fortaleza,-3272.0,400.0,1200.0,300.0,5000.0,250.0,-8.18,-2.7266666666666666,-10.906666666666666,-0.6544,-13.088,-35.55573333333333,-0.5954750715837904,0.02117670315550175
34bdced1-15c2-40a5-b576-d35542019617,Brazil,Campinas,8170.0,400.0,1200.0,300.0,5000.0,250.0,20.425,6.808333333333334,27.233333333333334,1.634,32.68,88.78066666666666,0.8153722623167587,0.09186043638340459
5b952610-c300-4919-a322-5f1445ac37d4,Brazil,São Luís,22902.0,400.0,1200.0,300.0,5000.0,250.0,57.255,19.085,76.34,4.5804,91.608,248.8684,2.631890609023881,0.1828683683807359
6bb9502d-845d-432a-b056-f6745a55155f,Brazil,Curitiba,-3138.0,400.0,1200.0,300.0,5000.0,250.0,-7.845,-2.615,-10.46,-0.6276,-12.552,-34.0996,-0.5789523008494195,0.02200449726951494
03bf15b2-12fc-478d-b36e-6b4f8c671978,Brazil,Vitória,26200.0,400.0,1200.0,300.0,5000.0,250.0,65.5,21.833333333333332,87.33333333333333,5.24,104.8,284.70666666666665,3.038548055904147,0.2032419876942845
44c1a5af-01df-40b6-9f76-0cfb46009728,Brazil,Belo Horizonte,5584.0,400.0,1200.0,300.0,5000.0,250.0,13.96,4.653333333333333,18.613333333333333,1.1168,22.336,60.67946666666666,0.49650744799523966,0.07588524549655291
61ed0658-4c8e-4a08-9e12-26edcd6d41d8,Brazil,Vitória,-1902.0,400.0,1200.0,300.0,5000.0,250.0,-4.755,-1.585,-6.34,-0.3804,-7.608,-20.6684,-0.4265482364637282,0.029639971336084415
afd1d871-9ed1-494d-82bd-6895212bf01a,Brazil,Fortaleza,-770.0,400.0,1200.0,300.0,5000.0,250.0,-1.925,-0.6416666666666667,-2.566666666666667,-0.154,-3.08,-8.367333333333335,-0.28696781503605634,0.03663297832909141
9830431c-e0f3-4983-87e0-4f052c8d733a,Brazil,Campinas,6710.0,400.0,1200.0,300.0,5000.0,250.0,16.775,5.591666666666667,22.366666666666667,1.342,26.84,72.91533333333334,0.6353480438676413,0.08284118708146977
433e8c63-3936-4252-bb33-a1ff24c9a6e1,Brazil,Vitória,-4014.0,400.0,1200.0,300.0,5000.0,250.0,-10.035,-3.345,-13.38,-0.8028,-16.056,-43.61880000000001,-0.68696683191889,0.016592947688354048
853085ed-6aed-46eb-9b72-26269085d5b5,Brazil,Londrina,-1880.0,400.0,1200.0,300.0,5000.0,250.0,-4.7,-1.5666666666666667,-6.266666666666667,-0.376,-7.52,-20.429333333333332,-0.42383554276107027,0.02977587783241494
320e6754-7f01-4f69-856c-708ecb25231c,Brazil,Vitória,-408.0,400.0,1200.0,300.0,5000.0,250.0,-1.02,-0.34,-1.36,-0.0816,-1.632,-4.4336,-0.24233167320141213,0.03886925795053004
8e242b61-9107-4806-bd1d-06a51f1874be,Brazil,São Paulo,4534.0,400.0,1200.0,300.0,5000.0,250.0,11.335,3.7783333333333333,15.113333333333333,0.9068,18.136,49.269466666666666,0.36703797582292924,0.06939879908077788
13397a32-6b2d-4896-9822-37728acf3a07,Brazil,Manaus,1720.0,400.0,1200.0,300.0,5000.0,250.0,4.3,1.4333333333333333,5.733333333333333,0.344,6.88,18.690666666666665,0.020059790401137097,0.05201512268650078
0d27df0d-df98-4bdb-8c14-6abb326ef837,Brazil,Belo Horizonte,1960.0,400.0,1200.0,300.0,5000.0,250.0,4.9,1.6333333333333333,6.533333333333333,0.392,7.84,21.298666666666666,0.04965281261195093,0.0534977390101065
c9bb2543-c11a-4eb7-aeb0-2a0a74c5f80e,Brazil,São Paulo,-3800.0,400.0,1200.0,300.0,5000.0,250.0,-9.5,-3.1666666666666665,-12.666666666666666,-0.76,-15.2,-41.29333333333334,-0.660579720447581,0.017914947243569155
375cd722-7ddf-40d3-92a4-2ee88066a7b7,Brazil,Vitória,7768.0,400.0,1200.0,300.0,5000.0,250.0,19.42,6.473333333333334,25.893333333333334,1.5536,31.072,84.41226666666667,0.7658039501136454,0.08937705404136499
c7d32026-5107-42dc-aa48-e2e24f992cba,Brazil,Porto Alegre,-438.0,400.0,1200.0,300.0,5000.0,250.0,-1.095,-0.365,-1.46,-0.0876,-1.752,-4.7596,-0.24603080097776386,0.03868393091007932
c1eb81fe-ff8c-4da1-b503-042e351d0a24,Brazil,Macapá,80.0,400.0,1200.0,300.0,5000.0,250.0,0.2,0.06666666666666667,0.26666666666666666,0.016,0.32,0.8693333333333333,-0.1821591947060907,0.04188391114186168
f2cafd2f-c934-4763-8308-513459fc815e,Brazil,Belo Horizonte,-922.0,400.0,1200.0,300.0,5000.0,250.0,-2.305,-0.7683333333333333,-3.0733333333333333,-0.1844,-3.688,-10.019066666666667,-0.30571006243623844,0.035693987990807786
883466d7-36dd-4f7a-8d4f-bbc3cef34ccd,Brazil,Curitiba,-916.0,400.0,1200.0,300.0,5000.0,250.0,-2.29,-0.7633333333333333,-3.0533333333333332,-0.1832,-3.664,-9.953866666666666,-0.3049702368809681,0.03573105339889793
18cb6566-94a5-4210-9ee7-b3dc9bc6bc78,Brazil,Natal,-546.0,400.0,1200.0,300.0,5000.0,250.0,-1.365,-0.455,-1.82,-0.1092,-2.184,-5.9332,-0.25934766097263007,0.03801675356445675
77be43e2-8a41-43c5-922b-6065d7c44fd6,Brazil,Porto Velho,-2988.0,400.0,1200.0,300.0,5000.0,250.0,-7.47,-2.49,-9.96,-0.5976,-11.952,-32.4696,-0.5604566619676608,0.02293113247176852
2367e73c-e389-45cd-9744-00b005e65ef6,Brazil,Natal,156.0,400.0,1200.0,300.0,5000.0,250.0,0.39,0.13,0.52,0.0312,0.624,1.6951999999999998,-0.17278807100599966,0.04235340631100349
f6e0056c-e3ce-48c1-8076-9e16d80e22c8,Brazil,São Paulo,-1564.0,400.0,1200.0,300.0,5000.0,250.0,-3.91,-1.3033333333333332,-5.213333333333333,-0.3128,-6.256,-16.995466666666665,-0.3848713968501654,0.03172798932516248
cdfe6c01-829b-4b73-b219-793d0484f671,Brazil,Macapá,-3433.0,400.0,1200.0,300.0,5000.0,250.0,-8.5825,-2.8608333333333333,-11.443333333333333,-0.6866,-13.732,-37.30526666666667,-0.6153270573168781,0.020182114705082906
c545ae1e-65dc-4594-aaf1-93a52d5e3a34,Brazil,Natal,1710.0,400.0,1200.0,300.0,5000.0,250.0,4.275,1.425,5.7,0.342,6.84,18.582,0.018826747809019877,0.05195334700635054
04685c29-ea82-4cd4-9680-c7f5a9e44502,Brazil,Rio de Janeiro,72.0,400.0,1200.0,300.0,5000.0,250.0,0.18,0.06,0.24,0.0144,0.288,0.7824,-0.18314562877978452,0.04183449059774148
f3580b40-9574-468d-a0d0-e09f95369b9e,Brazil,Vitória,812.0,400.0,1200.0,300.0,5000.0,250.0,2.03,0.6766666666666666,2.7066666666666666,0.1624,3.248,8.823733333333333,-0.09190047696310853,0.046405890928859134
661267d0-57a0-4c1b-af92-ef7baf3d27e1,Brazil,Fortaleza,1102.0,400.0,1200.0,300.0,5000.0,250.0,2.755,0.9183333333333333,3.6733333333333333,0.2204,4.408,11.975066666666667,-0.05614224179170849,0.048197385653216046
54f86929-0c5f-4db8-bba2-96c8a7464962,Brazil,Florianópolis,4748.0,400.0,1200.0,300.0,5000.0,250.0,11.87,3.9566666666666666,15.826666666666666,0.9496,18.992,51.59493333333333,0.3934250872942382,0.07072079863599298
29ac8194-8ea2-49b0-8e3c-14be6440c0c6,Brazil,Campo Grande,686.0,400.0,1200.0,300.0,5000.0,250.0,1.715,0.5716666666666667,2.2866666666666666,0.1372,2.744,7.454533333333334,-0.10743681362378578,0.04562751735896613
fb59fc33-0a30-4408-b230-ddc6fb5ae795,Brazil,Recife,-2395.0,400.0,1200.0,300.0,5000.0,250.0,-5.9875,-1.9958333333333333,-7.983333333333333,-0.479,-9.58,-26.025666666666666,-0.4873372362551083,0.02659443030467766
5af8ec37-3d0b-420e-a6d9-4c4e3fd35de6,Brazil,Curitiba,2140.0,400.0,1200.0,300.0,5000.0,250.0,5.35,1.7833333333333334,7.133333333333334,0.428,8.56,23.254666666666665,0.07184757927006129,0.0546097012528108
ca4a947b-f344-4091-996d-b7e5eb05c684,Brazil,Palmas,-3433.0,400.0,1200.0,300.0,5000.0,250.0,-8.5825,-2.8608333333333333,-11.443333333333333,-0.6866,-13.732,-37.30526666666667,-0.6153270573168781,0.020182114705082906
8f38d74b-9766-4cbf-bfe2-080e8a776ff0,Brazil,Recife,-1981.0,400.0,1200.0,300.0,5000.0,250.0,-4.9525,-1.6508333333333334,-6.6033333333333335,-0.3962,-7.924,-21.526866666666667,-0.4362892729414545,0.029151943462897532
5d77702a-eced-4f63-82a2-2a76d0b50d4b,Brazil,São Luís,-436.0,400.0,1200.0,300.0,5000.0,250.0,-1.09,-0.36333333333333334,-1.4533333333333334,-0.0872,-1.744,-4.737866666666667,-0.24578419245934047,0.03869628604610938
5e78b166-c9a4-4e88-94cd-fae560f6d7bc,Brazil,São Luís,930.0,400.0,1200.0,300.0,5000.0,250.0,2.325,0.775,3.1,0.186,3.72,10.106,-0.07735057437612507,0.047134843954631946
8d5c333b-4261-43fa-9d3a-7e26321bb20d,Brazil,Vitória,-2266.0,400.0,1200.0,300.0,5000.0,250.0,-5.665,-1.8883333333333334,-7.553333333333334,-0.4532,-9.064,-24.623866666666668,-0.47143098681679585,0.02739133657861573
fc1115e5-0625-4905-a23f-44f8834ceafd,Brazil,Belo Horizonte,6400.0,400.0,1200.0,300.0,5000.0,250.0,16.0,5.333333333333333,21.333333333333332,1.28,25.6,69.54666666666667,0.5971237235120067,0.08092614099681239
99fe5113-c089-4579-b426-adf9bf711db6,Brazil,Campo Grande,12808.0,400.0,1200.0,300.0,5000.0,250.0,32.02,10.673333333333334,42.693333333333335,2.5616,51.232,139.18026666666668,1.387257416540736,0.12051199683708519
909e2384-22ca-47f6-9034-718a3301d9b5,Brazil,Manaus,-4548.0,400.0,1200.0,300.0,5000.0,250.0,-11.37,-3.79,-15.16,-0.9096,-18.192,-49.4216,-0.7528113063379507,0.01329412636833132
8f24c8c8-f585-4aec-b36d-f94ecbcfd1b4,Brazil,Porto Alegre,-2020.0,400.0,1200.0,300.0,5000.0,250.0,-5.05,-1.6833333333333333,-6.733333333333333,-0.404,-8.08,-21.950666666666667,-0.4410981390507117,0.028911018310311603
dbb43f28-556c-4a02-90aa-6bd678744ab0,Brazil,São Luís,884.0,400.0,1200.0,300.0,5000.0,250.0,2.21,0.7366666666666667,2.9466666666666668,0.1768,3.536,9.606133333333334,-0.08302257029986437,0.046850675825940845
ef69975c-00e6-409c-8c03-a52e74d3bbe3,Brazil,Campinas,44.0,400.0,1200.0,300.0,5000.0,250.0,0.11,0.03666666666666667,0.14666666666666667,0.0088,0.176,0.4781333333333333,-0.1865981480377128,0.04166151869332082
5c5cc997-85af-42fd-8521-757818153181,Brazil,Campinas,-6050.0,400.0,1200.0,300.0,5000.0,250.0,-15.125,-5.041666666666667,-20.166666666666668,-1.21,-24.2,-65.74333333333334,-0.9380143036739605,0.004015419209765499
4c2cb495-aa73-4b89-98a4-6993f28da25a,Brazil,Florianópolis,3522.0,400.0,1200.0,300.0,5000.0,250.0,8.805,2.935,11.74,0.7044,14.088,38.2724,0.24225406550066422,0.06314710024957376
241d325f-0d79-4a32-bf55-c15674135a3d,Brazil,Rio de Janeiro,2043.0,400.0,1200.0,300.0,5000.0,250.0,5.1075,1.7025,6.81,0.4086,8.172,22.2006,0.05988706612652407,0.05401047715535349
9726326a-7057-4b2e-8658-16744c759892,Brazil,Rio de Janeiro,-6391.0,400.0,1200.0,300.0,5000.0,250.0,-15.9775,-5.325833333333334,-21.303333333333335,-1.2782,-25.564,-69.44886666666667,-0.9800610560651585,0.0019088685166423669
4bb23f6c-0233-4fa7-8aec-8f055f1f8c5b,Brazil,Florianópolis,-2418.0,400.0,1200.0,300.0,5000.0,250.0,-6.045,-2.015,-8.06,-0.4836,-9.672,-26.2756,-0.490173234216978,0.026452346240332113
f60bdc86-1651-414f-b5f6-5bf53cfb4639,Brazil,Belo Horizonte,788.0,400.0,1200.0,300.0,5000.0,250.0,1.97,0.6566666666666666,2.6266666666666665,0.1576,3.152,8.562933333333334,-0.09485977918418992,0.046257629296498556
1c46c651-66ce-41ab-ae5b-2324a37651f1,Brazil,Belo Horizonte,3120.0,400.0,1200.0,300.0,5000.0,250.0,7.8,2.6,10.4,0.624,12.48,33.903999999999996,0.19268575329755105,0.060663717907534165
06b381ae-56b3-4b49-b118-2ab750b8b17d,Brazil,Salvador,-1797.0,400.0,1200.0,300.0,5000.0,250.0,-4.4925,-1.4975,-5.99,-0.3594,-7.188,-19.5274,-0.4136012892464972,0.030288615977661918
63f9f18c-5871-4270-b742-c56c2f7eaeec,Brazil,Belo Horizonte,-1100.0,400.0,1200.0,300.0,5000.0,250.0,-2.75,-0.9166666666666666,-3.6666666666666665,-0.22,-4.4,-11.953333333333333,-0.32765822057592536,0.03459438088413354
f1e041c9-f7f1-479d-93d4-fe31891f274c,Brazil,São Paulo,1640.0,400.0,1200.0,300.0,5000.0,250.0,4.1,1.3666666666666667,5.466666666666667,0.328,6.56,17.82133333333333,0.010195449664199151,0.05152091724529887
c2794cee-f7c3-465d-b0f9-a9d894a10c91,Brazil,Goiânia,-408.0,400.0,1200.0,300.0,5000.0,250.0,-1.02,-0.34,-1.36,-0.0816,-1.632,-4.4336,-0.24233167320141213,0.03886925795053004
b28b13b1-deee-4733-ace5-19acaf2d6c11,Brazil,Florianópolis,4026.0,400.0,1200.0,300.0,5000.0,250.0,10.065,3.355,13.42,0.8052,16.104,43.7492,0.3043994121433733,0.06626059452914577
20ef482a-8f78-4545-a7d6-8e02a0aaac4d,Brazil,Belo Horizonte,-502.0,400.0,1200.0,300.0,5000.0,250.0,-1.255,-0.41833333333333333,-1.6733333333333333,-0.1004,-2.008,-5.455066666666667,-0.2539222735673142,0.0382885665571178
0210bd0f-7c10-4110-a358-554fd11ebab5,Brazil,Londrina,40070.0,400.0,1200.0,300.0,5000.0,250.0,100.175,33.391666666666666,133.56666666666666,8.014,160.28,435.4273333333333,4.748778131170763,0.28892485606266527
267b00b9-1db3-4ffd-a34e-5c6826cf5fd1,Brazil,Porto Alegre,33942.0,400.0,1200.0,300.0,5000.0,250.0,84.855,28.285,113.14,6.7884,135.768,368.8364,3.993169630721317,0.2510687192665991
2342dc81-64af-47a9-bc6b-02e2deb5f668,Brazil,Fortaleza,-178.0,400.0,1200.0,300.0,5000.0,250.0,-0.445,-0.14833333333333334,-0.5933333333333334,-0.0356,-0.712,-1.9342666666666668,-0.21397169358271556,0.040290098593985524
def17b49-1794-47ea-a8c8-3d6d8268e5f7,Brazil,Salvador,1016.0,400.0,1200.0,300.0,5000.0,250.0,2.54,0.8466666666666667,3.3866666666666667,0.2032,4.064,11.040533333333332,-0.06674640808391678,0.04766611480392399
e9f42698-d11b-42cf-a143-7f271bf52ed6,Brazil,Joinville,-1880.0,400.0,1200.0,300.0,5000.0,250.0,-4.7,-1.5666666666666667,-6.266666666666667,-0.376,-7.52,-20.429333333333332,-0.42383554276107027,0.02977587783241494
9052ef61-7abd-46a1-8d0f-fc3cd8871a8f,Brazil,Natal,-862.0,400.0,1200.0,300.0,5000.0,250.0,-2.155,-0.7183333333333334,-2.8733333333333335,-0.1724,-3.448,-9.367066666666666,-0.298311806883535,0.036064642071709216
a885751a-9fa9-43a3-9fe9-e67a3dbc4b3e,Brazil,Rio de Janeiro,528.0,400.0,1200.0,300.0,5000.0,250.0,1.32,0.44,1.76,0.1056,2.112,5.7376000000000005,-0.12691888657923822,0.04465146161259236
6f0093c5-7b5b-44aa-a1c8-afcaf2ee6261,Brazil,Porto Alegre,3810.0,400.0,1200.0,300.0,5000.0,250.0,9.525,3.175,12.7,0.762,15.24,41.402,0.2777656921536409,0.06492623983790062
8fd5f4e8-351f-4470-a361-f44bfee05ccd,Brazil,Manaus,-3168.0,400.0,1200.0,300.0,5000.0,250.0,-7.92,-2.64,-10.56,-0.6336,-12.672,-34.4256,-0.5826514286257712,0.021819170229064225
0fec6e5d-fe12-48c7-a307-3d68f6458f59,Brazil,Brasília,5006.0,400.0,1200.0,300.0,5000.0,250.0,12.515,4.171666666666667,16.686666666666667,1.0012,20.024,54.39853333333333,0.4252375861708631,0.07231461118386914
e49cf55d-4fa0-446c-9c47-d63d7d0d5a23,Brazil,Manaus,-2480.0,400.0,1200.0,300.0,5000.0,250.0,-6.2,-2.066666666666667,-8.266666666666667,-0.496,-9.92,-26.949333333333335,-0.49781809828810486,0.02606933702340063
1d54f5f5-1f60-4d18-b13c-6bbc005b0b91,Brazil,Joinville,184.0,400.0,1200.0,300.0,5000.0,250.0,0.46,0.15333333333333332,0.6133333333333333,0.0368,0.736,1.9994666666666665,-0.16933555174807138,0.042526378215424154
ebaccae8-5267-4a87-93c2-6b632d572ea5,Brazil,Goiânia,-2436.0,400.0,1200.0,300.0,5000.0,250.0,-6.09,-2.03,-8.12,-0.4872,-9.744,-26.4712,-0.492392710882789,0.026341150016061684
bb82cf6b-5389-4e2e-b86a-cdfa68a71380,Brazil,Campinas,1690.0,400.0,1200.0,300.0,5000.0,250.0,4.225,1.4083333333333334,5.633333333333334,0.338,6.76,18.364666666666665,0.01636066262478536,0.051829795646050066
efa2e134-221c-4a30-8552-d4ff29762d17,Brazil,Fortaleza,-1098.0,400.0,1200.0,300.0,5000.0,250.0,-2.745,-0.915,-3.66,-0.2196,-4.392,-11.9316,-0.3274116120575019,0.034606736020163585
1de9d3c7-4f84-4893-a07d-4e003ec5439e,Brazil,Vitória,1130.0,400.0,1200.0,300.0,5000.0,250.0,2.825,0.9416666666666667,3.7666666666666666,0.226,4.52,12.279333333333334,-0.05268972253378021,0.04837035755763672
