person_id,city_br,dependents,rent_status,housing_cost,basic_food_cost,transport_cost,utilities_cost,healthcare_cost,dependent_adjustment,total_household_cost,cost_per_capita,economic_pressure_ratio
963c5698-89b7-435c-bb97-4e0ffce0690b,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.22754137115839243
eb5099d2-9f08-4c73-a952-f57aa5e2b276,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,inf
8b46a80a-1ac3-4e62-abba-880058eaf7c5,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.9136212624584718
59dc7539-bf61-46f6-9e99-318911ceebc4,Belo Horizonte,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,inf
ff0d5610-a58f-475f-939b-fe3e088dea09,Vitória,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,1.3478260869565217
fd49d0d4-710e-4aaa-bc23-16b2e016cde7,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.3342013888888889
ea4f2acf-6a73-4690-a0f5-7f58d6922aac,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,1.5719063545150502
99f5fd53-bfd4-48b8-b5c1-d0094fd807c9,Rio de Janeiro,2,próprio,1500,750,230,350,180,1254.0,4264.0,1421.3333333333333,0.2716615698267074
b84fd820-296e-4bc4-bb33-de32eca696e0,Campinas,0,cedido,900,800,250,300,200,0.0,2450.0,2450.0,inf
d4dfe590-966d-4d4f-93d1-9df881209da3,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,inf
fd1eb02f-d198-40a0-9fe9-e9f5e22b32c7,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.7209302325581395
0a40d98a-00ce-4f89-9e06-cb7c21e9fd59,Curitiba,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,0.1145124716553288
1221f410-1504-4b71-853e-43306e210b3f,Campinas,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,0.7023358585858586
a234360d-ef69-43c2-8a82-72f93e44721c,Belo Horizonte,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.5595238095238095
3e46c78f-1d84-4d6a-8f24-3a105a296a69,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.8902616279069767
1e7ab25e-9f08-48da-a5dc-7f64ee4bcd11,Porto Velho,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,inf
90064112-1e7d-4e27-9d8f-aa37d8967661,Londrina,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,inf
b32769a9-44da-4e74-98b9-3c572d2e1e04,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,1.187015503875969
5cd59faa-28a7-4fd8-8692-9be05e97d984,Cuiabá,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.7538091419406576
0705be62-6db6-4284-9ab7-606b7ccf32bc,São Paulo,3,aluguel,3200,800,250,300,200,1950.0,6700.0,1675.0,2.885443583118002
ddb1d297-b64d-4242-a37f-6dc7d32f288b,Curitiba,3,cedido,1200,680,210,320,160,1704.0,4274.0,1068.5,0.6523199023199023
7646dc4b-411f-490e-95cb-fb29a9971f08,Porto Alegre,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,0.09224412584627638
fdb884bd-6758-471c-9328-b74ad4f4f54e,São Paulo,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.4389412997903564
359eeb9d-2e5a-4ace-aae3-f187e8970b4c,Fortaleza,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,6.080745341614906
34bdced1-15c2-40a5-b576-d35542019617,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.2907986111111111
5b952610-c300-4919-a322-5f1445ac37d4,São Luís,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,0.06720430107526881
6bb9502d-845d-432a-b056-f6745a55155f,Curitiba,1,próprio,1200,680,210,320,160,568.0,3138.0,1569.0,inf
03bf15b2-12fc-478d-b36e-6b4f8c671978,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.06695156695156695
44c1a5af-01df-40b6-9f76-0cfb46009728,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.30753968253968256
61ed0658-4c8e-4a08-9e12-26edcd6d41d8,Vitória,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,2.8794466403162056
afd1d871-9ed1-494d-82bd-6895212bf01a,Fortaleza,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.5579710144927537
9830431c-e0f3-4983-87e0-4f052c8d733a,Campinas,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,0.39874551971326166
433e8c63-3936-4252-bb33-a1ff24c9a6e1,Vitória,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,inf
853085ed-6aed-46eb-9b72-26269085d5b5,Londrina,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,inf
320e6754-7f01-4f69-856c-708ecb25231c,Vitória,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,1.2771739130434783
8e242b61-9107-4806-bd1d-06a51f1874be,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.3508018327605956
13397a32-6b2d-4896-9822-37728acf3a07,Manaus,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.5222222222222223
0d27df0d-df98-4bdb-8c14-6abb326ef837,Belo Horizonte,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.4895833333333333
c9bb2543-c11a-4eb7-aeb0-2a0a74c5f80e,São Paulo,1,cedido,1600,800,250,300,200,650.0,3800.0,1900.0,inf
375cd722-7ddf-40d3-92a4-2ee88066a7b7,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.19485903814262023
c7d32026-5107-42dc-aa48-e2e24f992cba,Porto Alegre,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,1.1340269277845778
c1eb81fe-ff8c-4da1-b503-042e351d0a24,Macapá,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,0.9741602067183462
f2cafd2f-c934-4763-8308-513459fc815e,Belo Horizonte,3,aluguel,2200,650,200,280,150,1602.0,5082.0,1270.5,1.2216346153846154
883466d7-36dd-4f7a-8d4f-bbc3cef34ccd,Curitiba,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,1.8297101449275361
18cb6566-94a5-4210-9ee7-b3dc9bc6bc78,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.4945652173913044
77be43e2-8a41-43c5-922b-6065d7c44fd6,Porto Velho,2,cedido,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,7.495652173913044
2367e73c-e389-45cd-9744-00b005e65ef6,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.9136212624584718
f6e0056c-e3ce-48c1-8076-9e16d80e22c8,São Paulo,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,1.6994633273703041
cdfe6c01-829b-4b73-b219-793d0484f671,Macapá,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,inf
c545ae1e-65dc-4594-aaf1-93a52d5e3a34,Natal,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,0.49107142857142855
04685c29-ea82-4cd4-9680-c7f5a9e44502,Rio de Janeiro,0,aluguel,1600,750,230,350,180,0.0,3110.0,3110.0,0.9773727215587681
f3580b40-9574-468d-a0d0-e09f95369b9e,Vitória,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,0.8485074626865672
661267d0-57a0-4c1b-af92-ef7baf3d27e1,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.5995639534883721
54f86929-0c5f-4db8-bba2-96c8a7464962,Florianópolis,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,0.2984633569739953
29ac8194-8ea2-49b0-8e3c-14be6440c0c6,Campo Grande,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.8094444444444444
fb59fc33-0a30-4408-b230-ddc6fb5ae795,Recife,3,próprio,900,600,180,250,120,1449.0,3499.0,874.75,3.1693840579710146
5af8ec37-3d0b-420e-a6d9-4c4e3fd35de6,Curitiba,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,0.4855769230769231
ca4a947b-f344-4091-996d-b7e5eb05c684,Palmas,1,aluguel,1800,600,180,250,120,483.0,3433.0,1716.5,inf
8f38d74b-9766-4cbf-bfe2-080e8a776ff0,Recife,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,4.588768115942029
5d77702a-eced-4f63-82a2-2a76d0b50d4b,São Luís,2,cedido,900,600,180,250,120,966.0,3016.0,1005.3333333333334,1.1689922480620154
5e78b166-c9a4-4e88-94cd-fae560f6d7bc,São Luís,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,0.6395348837209303
8d5c333b-4261-43fa-9d3a-7e26321bb20d,Vitória,1,aluguel,2200,650,200,280,150,534.0,4014.0,2007.0,2.296338672768879
fc1115e5-0625-4905-a23f-44f8834ceafd,Belo Horizonte,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.22705314009661837
99fe5113-c089-4579-b426-adf9bf711db6,Campo Grande,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.12799564270152505
909e2384-22ca-47f6-9034-718a3301d9b5,Manaus,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,inf
8f24c8c8-f585-4aec-b36d-f94ecbcfd1b4,Porto Alegre,0,cedido,650,680,210,320,160,0.0,2020.0,2020.0,inf
dbb43f28-556c-4a02-90aa-6bd678744ab0,São Luís,2,aluguel,1800,600,180,250,120,966.0,3916.0,1305.3333333333333,0.8158333333333333
ef69975c-00e6-409c-8c03-a52e74d3bbe3,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.9823576583801122
5c5cc997-85af-42fd-8521-757818153181,Campinas,2,aluguel,3200,800,250,300,200,1300.0,6050.0,2016.6666666666667,inf
4c2cb495-aa73-4b89-98a4-6993f28da25a,Florianópolis,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,0.4312015503875969
241d325f-0d79-4a32-bf55-c15674135a3d,Rio de Janeiro,1,próprio,1500,750,230,350,180,627.0,3637.0,1818.5,0.6403169014084507
9726326a-7057-4b2e-8658-16744c759892,Rio de Janeiro,3,aluguel,3000,750,230,350,180,1881.0,6391.0,1597.75,inf
4bb23f6c-0233-4fa7-8aec-8f055f1f8c5b,Florianópolis,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,2.877329192546584
f60bdc86-1651-414f-b5f6-5bf53cfb4639,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.758873929008568
1c46c651-66ce-41ab-ae5b-2324a37651f1,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.44285714285714284
06b381ae-56b3-4b49-b118-2ab750b8b17d,Salvador,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,3.441576086956522
63f9f18c-5871-4270-b742-c56c2f7eaeec,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,1.7971014492753623
f1e041c9-f7f1-479d-93d4-fe31891f274c,São Paulo,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,0.6985294117647058
c2794cee-f7c3-465d-b0f9-a9d894a10c91,Goiânia,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,1.2771739130434783
b28b13b1-deee-4733-ace5-19acaf2d6c11,Florianópolis,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,0.39874551971326166
20ef482a-8f78-4545-a7d6-8e02a0aaac4d,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,1.2537917087967645
0210bd0f-7c10-4110-a358-554fd11ebab5,Londrina,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.06779266703889819
267b00b9-1db3-4ffd-a34e-5c6826cf5fd1,Porto Alegre,1,próprio,1200,680,210,320,160,568.0,3138.0,1569.0,0.08462783171521035
2342dc81-64af-47a9-bc6b-02e2deb5f668,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.1209239130434783
def17b49-1794-47ea-a8c8-3d6d8268e5f7,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.6189047261815454
e9f42698-d11b-42cf-a143-7f271bf52ed6,Joinville,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,inf
9052ef61-7abd-46a1-8d0f-fc3cd8871a8f,Natal,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.6692546583850931
a885751a-9fa9-43a3-9fe9-e67a3dbc4b3e,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.813953488372093
6f0093c5-7b5b-44aa-a1c8-afcaf2ee6261,Porto Alegre,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,0.41203703703703703
8fd5f4e8-351f-4470-a361-f44bfee05ccd,Manaus,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,3.2956521739130435
0fec6e5d-fe12-48c7-a307-3d68f6458f59,Brasília,1,cedido,1100,650,200,280,150,534.0,2914.0,1457.0,0.36792929292929294
e49cf55d-4fa0-446c-9c47-d63d7d0d5a23,Manaus,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,inf
1d54f5f5-1f60-4d18-b13c-6bbc005b0b91,Joinville,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.9108527131782945
ebaccae8-5267-4a87-93c2-6b632d572ea5,Goiânia,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,3.4071146245059287
bb82cf6b-5389-4e2e-b86a-cdfa68a71380,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,0.6646825396825397
efa2e134-221c-4a30-8552-d4ff29762d17,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,2.989130434782609
1de9d3c7-4f84-4893-a07d-4e003ec5439e,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.6245847176079734
cb46fb78-bb89-4d78-82a3-999e5f7f2a95,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.457089552238806
d17e54f0-f22e-4bbf-b8e1-54457d653a55,Salvador,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.2644230769230769
a7b5ed96-6381-4a47-a5f4-eaba3ec7de6b,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,0.6657608695652174
37d3ab89-9219-4f0a-b2b5-ac33ca76ba15,São Paulo,2,próprio,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,2.8452685421994883
d59efa0b-fa06-4888-8f6f-8133ba61c024,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.2010233918128655
d9298cd6-4c80-45d7-96ac-a6b46b7c9963,Joinville,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,2.262422360248447
221ed6ea-66ec-4821-9e14-2859f5138072,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.6624383368569415
e0ede014-1322-405c-93de-62808d0d6ed9,Recife,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.22916666666666666
49bd5232-23ca-444d-9efe-d9f05249bdb1,Florianópolis,1,aluguel,2400,680,210,320,160,568.0,4338.0,2169.0,1.6813953488372093
6fcf9901-3032-4e74-859d-7c11ab1c83ba,São Luís,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.6692546583850931
90606430-e967-4a13-b2b8-1575aaf2ff00,Vitória,3,aluguel,2200,650,200,280,150,1602.0,5082.0,1270.5,3.9456521739130435
343c2ea8-1cac-4a04-bc5f-e11296a837ec,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,1.3107822410147991
3b80eb3a-d026-4181-92f2-c36d70cf48da,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,1.6304347826086956
bb1fcdd5-edf0-4a8d-a382-e019106302d4,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,inf
cac43792-c921-43c0-9311-29fa8d2a4300,Cuiabá,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,3.747826086956522
04776398-6269-4f03-b6d3-9d2b26a2d6fc,Rio de Janeiro,2,próprio,1500,750,230,350,180,1254.0,4264.0,1421.3333333333333,0.7202702702702702
cfd5b2e5-33f7-49d3-af1a-7d4f3f02ebc4,São Paulo,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,inf
a33f50c2-92d5-4829-835b-942c9d53af7d,São Paulo,2,cedido,1600,800,250,300,200,1300.0,4450.0,1483.3333333333333,0.9933035714285714
071b2aad-c642-4241-93a5-8ea288b0420e,Campinas,0,cedido,900,800,250,300,200,0.0,2450.0,2450.0,1.7753623188405796
f355f981-b990-40e0-9dfc-c43db55fdf02,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.30361757105943155
8d2fe4b1-c47e-462d-8ac1-cc191ed2e0d5,Recife,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,2.562111801242236
684dddad-ff14-45c0-8624-80fcee10ebe2,Recife,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,1.6699889258028793
4d52e5f4-ba62-4c81-9de5-132e86066a92,Belo Horizonte,2,aluguel,2200,650,200,280,150,1068.0,4548.0,1516.0,inf
aa6165f6-ad88-45cf-aedc-e4d2b26d6fa7,Belo Horizonte,2,próprio,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,1.4318936877076411
97285652-d394-44a3-942c-70d3da89c709,Campinas,1,próprio,1600,800,250,300,200,650.0,3800.0,1900.0,0.11886886886886887
bbefaed0-0d5f-4f58-b6be-28facf9cb8d6,São Paulo,0,cedido,900,800,250,300,200,0.0,2450.0,2450.0,0.6657608695652174
1fa9f8eb-e7f2-4a37-b20a-fc05bf9c5d8f,Campinas,0,próprio,900,800,250,300,200,0.0,2450.0,2450.0,3.8043478260869565
d736de35-e5ab-48e4-bb81-ba0e562256e7,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.4796511627906977
00314647-1e33-4d74-a0cd-ed3f0a250836,Curitiba,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,3.3568840579710146
47eb6483-3126-4091-986f-b46324a781e6,Porto Velho,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.5752753977968176
bed9d644-c0ca-4275-ad95-3626f1cd9e4e,Belém,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.9108527131782945
565a75d8-7f4e-4e2d-9045-737810837e32,Curitiba,0,próprio,650,680,210,320,160,0.0,2020.0,2020.0,inf
f729e71f-7529-4b72-b109-d185e86c56c1,Vitória,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,1.8577075098814229
852172b9-eeec-4b0b-99bb-389259e6eed1,São Luís,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.872093023255814
d790d6c4-c410-4591-9bef-af76541bcfd9,Palmas,2,próprio,900,600,180,250,120,966.0,3016.0,1005.3333333333334,1.4612403100775193
a3cbd950-6512-4458-b813-86208f04b79d,Curitiba,1,aluguel,2400,680,210,320,160,568.0,4338.0,2169.0,0.6769662921348315
d713f35f-a7c1-4501-b917-2eed9ce8fb37,Porto Velho,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.5254237288135594
ab14c0ee-4771-4342-8596-162210763d7f,Londrina,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.4252400548696845
7ddbd0fa-7e9d-4c81-be6c-6a43eb915e1d,Rio de Janeiro,0,próprio,800,750,230,350,180,0.0,2310.0,2310.0,0.6015625
d6a2c332-e2ca-4454-85a6-fcbc91b0f247,Rio de Janeiro,2,aluguel,3000,750,230,350,180,1254.0,5764.0,1921.3333333333333,3.6854219948849103
67b905f6-00a1-4206-92f8-330b3b12ce0f,Florianópolis,2,cedido,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,2.6855072463768117
39407159-7a34-4da3-878b-f7b70d3ae15d,Salvador,3,aluguel,1800,600,180,250,120,1449.0,4399.0,1099.75,2.223963599595551
eb9449e8-0e60-42f0-89e1-3689caa4d65b,Joinville,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.5595238095238095
b38fbee9-7202-4fa1-8a1d-8094cf950e37,Curitiba,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,0.8870431893687708
9c099c87-bbed-468e-ad4d-7663236454fc,Vitória,2,cedido,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,1.028026237328563
bf2db41d-ed5e-4b24-8ee1-359bfc441e45,Londrina,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.46078431372549017
44ab616d-762e-4c1d-a439-771ca8906a4d,Salvador,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,2.117892976588629
68d5aa93-adbe-42d3-a6e5-afb725ca30e3,São Luís,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,1.2983091787439613
dc104b47-a6b0-420d-8f5e-f1a731012e46,Belém,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.2869352869352869
91aa2178-cc58-4011-a67a-4675b9857aa3,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,1.8206521739130435
56969170-a605-411f-9e4b-6572f2d61c36,Cuiabá,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.5752753977968176
dd17848d-fa1c-4cf7-bc98-5d5dddbcc354,Campinas,0,aluguel,1800,800,250,300,200,0.0,3350.0,3350.0,1.623062015503876
1f8e3774-4ab2-4de2-9cd0-b2ec61e3bf57,Belo Horizonte,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.13742690058479531
8a094af5-ec1c-4d86-8466-1c4388adf949,Manaus,2,cedido,1100,650,200,280,150,1068.0,3448.0,1149.3333333333333,3.1231884057971016
60888042-3f9c-4b38-9f0e-a37c0b49cf33,Salvador,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,0.364159891598916
6149adf2-5eaa-4c0d-ac24-698858a071df,Curitiba,1,próprio,1200,680,210,320,160,568.0,3138.0,1569.0,0.6430327868852459
415b21ef-b23f-4dc6-a829-930232c9a8fe,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,0.26293469041560646
99c2bb70-66ce-4093-8ac6-0fdc522de8af,Curitiba,2,próprio,1200,680,210,320,160,1136.0,3706.0,1235.3333333333333,3.3568840579710146
58532757-e3f8-4917-8ec7-5b9711ca90e0,Natal,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.246415770609319
78839824-9ec3-433a-ae95-6835b6e3d0ce,Manaus,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.09426393902928198
61deefa5-76a2-41a8-9bca-c2c2111b9290,Salvador,0,aluguel,1000,600,180,250,120,0.0,2150.0,2150.0,2.3369565217391304
0ec691d0-3998-40cd-9f18-c908d4e22f1f,Belo Horizonte,0,aluguel,1200,650,200,280,150,0.0,2480.0,2480.0,1.0680447889750215
9f40a586-e261-4e34-9591-b57ac11e2abf,Florianópolis,0,aluguel,1300,680,210,320,160,0.0,2670.0,2670.0,0.45781893004115226
fb7caa79-632f-4f6f-85f5-f26ef7711140,Fortaleza,0,próprio,500,600,180,250,120,0.0,1650.0,1650.0,0.8341759352881699
19e6d5ec-c2a9-4259-95a4-f2375b685c45,Recife,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,inf
fa3bd009-2abb-40db-a452-9dca9ac6d881,Joinville,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,1.6135105204872646
10e4a494-158c-41fd-82c3-35972a04de96,Salvador,1,próprio,900,600,180,250,120,483.0,2533.0,1266.5,2.117892976588629
857dd4e8-36c1-43a7-91c4-5c7a8fdb48da,Manaus,1,próprio,1100,650,200,280,150,534.0,2914.0,1457.0,0.569140625
3d54204a-43e8-4dd5-855e-6c12ce4d7413,Curitiba,1,aluguel,2400,680,210,320,160,568.0,4338.0,2169.0,2.7736572890025575
970d07ea-0ccf-427e-84e0-8e9fd6f749b1,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.8744186046511628
becdb32c-0e41-4498-a003-2ab3d1220bec,Joinville,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.2974683544303797
d484ba9c-2d49-4ff6-8625-befc3a24faaf,Belo Horizonte,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,inf
df959392-74ab-4a70-93d8-dd9540ff99be,Joinville,0,cedido,600,650,200,280,150,0.0,1880.0,1880.0,0.16526019690576652
d33d48fb-c9e0-4dc8-a157-4fe333ece1c4,Vitória,0,próprio,600,650,200,280,150,0.0,1880.0,1880.0,0.5605247465712582
df05a71d-57ef-4743-9db8-438b4ae80f49,Palmas,0,cedido,500,600,180,250,120,0.0,1650.0,1650.0,0.20833333333333334
